id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
225768,,2016,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,3,"""BBC Monitoring South Asia,2016-05-14,Afghan forces inflict casualties on Taliban in western province"";""BBC Monitoring South Asia,2016-05-14,Internal clashes among Taliban groups kill around 25 in Afghan west"";""Pajhwok News,2016-05-13,15 militants killed, 20 wounded in Pasaband gunbattle""",BBC Monitoring South Asia;BBC Monitoring South Asia;Pajhwok News,2016-05-14;2016-05-14;2016-05-13,"Afghan forces inflict casualties on Taliban in western province;Internal clashes among Taliban groups kill around 25 in Afghan west;15 militants killed, 20 wounded in Pasaband gunbattle","Police, governor's spokesman",3,Pasaband district,,Ghor province,Pasaband district,33.590465,65.089241,POINT (65.089241 33.590465),178331,Afghanistan,700,Asia,1,2,05/12/2016 00:00:00,05/14/2016 00:00:00,2,16,0,0,18,40,18,
225769,,2016,True,Clear,3,195,499,CPI-Maoist - Civilians,195,966,CPI-Maoist - Civilians,195,195,CPI-Maoist,9999,1,Civilians,1,"""SATP,2016-08-16,Maharashtra Timeline 2016""",SATP,2016-08-16,Maharashtra Timeline 2016,"SATP
police",3,Gadchiroli District,,Maharashtra State,Gadchiroli District,19.890101,79.849712,POINT (79.849712 19.890101),158200,India,750,Asia,1,1,08/01/2016 00:00:00,08/01/2016 00:00:00,0,0,1,0,1,1,1,
225770,,2016,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,1,"""BBC Monitoring South Asia,2016-05-14,Clashes between Taliban, government forces reported in Afghan east""",BBC Monitoring South Asia,2016-05-14,"Clashes between Taliban, government forces reported in Afghan east","director of the development council, Taleban, local residents",1,Kandi Bagh village,,Nangarhar province,Chaparhar district,34.285900,70.386100,POINT (70.386100 34.285900),179061,Afghanistan,700,Asia,1,1,05/12/2016 00:00:00,05/12/2016 00:00:00,0,4,0,0,4,4,2,
225771,,2016,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,1,"""BBC Monitoring South Asia,2016-05-14,Eight insurgents killed in mopping-up operation in southern Afghanistan""",BBC Monitoring South Asia,2016-05-14,Eight insurgents killed in mopping-up operation in southern Afghanistan,Army,3,Arghandab district (Zabul),,Zabul province,Arghandab district (Zabul),32.511956,66.987372,POINT (66.987372 32.511956),176894,Afghanistan,700,Asia,2,2,05/12/2016 00:00:00,05/14/2016 00:00:00,0,4,0,0,4,4,4,
225772,,2016,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,1,"""BBC Monitoring South Asia,2016-05-14,Taliban say 10 soldiers killed in east Afghanistan""",BBC Monitoring South Asia,2016-05-14,Taliban say 10 soldiers killed in east Afghanistan,Taleban,3,Nari district,,Kunar province,Nari district,35.266478,71.540722,POINT (71.540722 35.266478),180504,Afghanistan,700,Asia,1,1,05/12/2016 00:00:00,05/12/2016 00:00:00,0,1,0,0,1,1,1,
225773,,2016,True,Clear,3,195,499,CPI-Maoist - Civilians,195,966,CPI-Maoist - Civilians,195,195,CPI-Maoist,9999,1,Civilians,1,"""SATP,2016-08-01,Odisha Timeline 2016""",SATP,2016-08-01,Odisha Timeline 2016,SATP,3,Malkangiri District,,Odisha State,Malkangiri District,18.295306,82.156063,POINT (82.156063 18.295306),156045,India,750,Asia,1,1,02/19/2016 00:00:00,02/19/2016 00:00:00,0,0,1,0,1,1,1,
225774,,2016,True,Clear,1,227,227,India:Government,453,453,Government of India - CPI-Maoist,141,141,Government of India,195,195,CPI-Maoist,1,"""STP,2016-08-01,Odisha Timeline 2016""",STP,2016-08-01,Odisha Timeline 2016,SATP,3,Rayagada District,,Odisha State,Rayagada District,19.396043,83.697715,POINT (83.697715 19.396043),157488,India,750,Asia,1,1,02/26/2016 00:00:00,02/26/2016 00:00:00,0,1,0,0,1,1,1,
225775,,2016,True,Clear,3,195,499,CPI-Maoist - Civilians,195,966,CPI-Maoist - Civilians,195,195,CPI-Maoist,9999,1,Civilians,1,"""SATP,2016-08-01,Odisha Timeline 2016""",SATP,2016-08-01,Odisha Timeline 2016,SATP,3,Malkangiri District,,Odisha State,Malkangiri District,18.295306,82.156063,POINT (82.156063 18.295306),156045,India,750,Asia,1,1,02/27/2016 00:00:00,02/27/2016 00:00:00,0,0,1,0,1,1,1,
225776,,2016,True,Clear,1,227,227,India:Government,453,453,Government of India - CPI-Maoist,141,141,Government of India,195,195,CPI-Maoist,1,"""SATP,2016-08-01,Odisha Timeline 2016""",SATP,2016-08-01,Odisha Timeline 2016,SATP,3,Rayagada District,,Odisha State,Rayagada District,19.396043,83.697715,POINT (83.697715 19.396043),157488,India,750,Asia,1,1,02/27/2016 00:00:00,02/27/2016 00:00:00,0,1,0,0,1,1,1,
225778,,2016,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,1,"""BBC Monitoring South Asia,2016-05-14,Taliban report fighting with government forces in south Afghanistan""",BBC Monitoring South Asia,2016-05-14,Taliban report fighting with government forces in south Afghanistan,Taleban,3,Sangin district,,Hilmand province,Sangin district,32.120374,64.994325,POINT (64.994325 32.120374),176170,Afghanistan,700,Asia,1,1,05/14/2016 00:00:00,05/14/2016 00:00:00,0,1,0,0,1,1,1,
225779,,2016,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,3,"""BBC Monitoring South Asia,2016-05-14,Taliban, Hezb-e Eslami attack government forces in northern province - agency"";""Xinhua News Agency,2016-05-15,Gun battle kills 13 militants, wounds 15 in N. Afghanistan"";""Agence France Presse,2016-05-18,Afghanistan moves closer to truce with notorious warlord""",BBC Monitoring South Asia;Xinhua News Agency;Agence France Presse,2016-05-14;2016-05-15;2016-05-18,"Taliban, Hezb-e Eslami attack government forces in northern province - agency;Gun battle kills 13 militants, wounds 15 in N. Afghanistan;Afghanistan moves closer to truce with notorious warlord","member of Baghlan Provincial Council, HIG spokesman, Army",2,Chashma-i-Sher area,,Baghlan province,Puli Khumri district,36.061810,68.588142,POINT (68.588142 36.061810),181938,Afghanistan,700,Asia,2,1,05/14/2016 00:00:00,05/14/2016 00:00:00,3,14,0,0,17,17,3,
225780,,2016,True,Clear,1,227,227,India:Government,453,453,Government of India - CPI-Maoist,141,141,Government of India,195,195,CPI-Maoist,1,"""SATP,2016-08-01,Odisha Timeline 2016""",SATP,2016-08-01,Odisha Timeline 2016,SATP,2,"Pottangi town, Pottangi sub-district",,Odisha State,Koraput District,18.543010,82.976791,POINT (82.976791 18.543010),156766,India,750,Asia,1,1,03/19/2016 00:00:00,03/19/2016 00:00:00,0,1,0,0,1,1,1,
225781,,2016,True,Clear,2,14593,13586,Taleban - High Council of Afghanistan Islamic Emirate,14593,14593,Taleban - High Council of Afghanistan Islamic Emirate,303,303,Taleban,6252,6252,High Council of Afghanistan Islamic Emirate,2,"""BBC Monitoring South Asia,2016-05-14,Internal clashes among Taliban groups kill around 25 in Afghan west"";""Pajhwok News,2016-05-14,13 dead, 12 wounded in Taliban infighting""",BBC Monitoring South Asia;Pajhwok News,2016-05-14;2016-05-14,"Internal clashes among Taliban groups kill around 25 in Afghan west;13 dead, 12 wounded in Taliban infighting","Police, Taleban, resident",2,Zer Koh sub-district,,Hirat province,Shindand district,33.192284,62.164119,POINT (62.164119 33.192284),177605,Afghanistan,700,Asia,2,2,05/13/2016 00:00:00,05/14/2016 00:00:00,0,0,0,13,13,24,13,
225783,,2016,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,1,"""BBC Monitoring South Asia,2016-05-14,Internal clashes among Taliban groups kill around 25 in Afghan west""",BBC Monitoring South Asia,2016-05-14,Internal clashes among Taliban groups kill around 25 in Afghan west,Defence Ministry,6,Afghanistan,,,,33.000000,65.000000,POINT (65.000000 33.000000),177611,Afghanistan,700,Asia,2,2,05/13/2016 00:00:00,05/14/2016 00:00:00,7,0,0,0,7,7,7,
225785,,2016,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,1,"""BBC Monitoring South Asia,2016-05-15,Taliban report six soldiers killed in attack in Afghan east""",BBC Monitoring South Asia,2016-05-15,Taliban report six soldiers killed in attack in Afghan east,Taleban,1,Gulo village,,Ghazni province,Andar district,33.232100,68.417900,POINT (68.417900 33.232100),177617,Afghanistan,700,Asia,1,1,05/14/2016 00:00:00,05/14/2016 00:00:00,0,1,0,0,1,1,1,
225787,,2016,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,2,"""Xinhua News Agency,2016-05-15,Air strikes kill 16 militants, wound 22 in W. Afghanistan"";""Pajhwok News,2016-05-15,20 Taliban militants killed in Faryab, Ghor clashes""",Xinhua News Agency;Pajhwok News,2016-05-15;2016-05-15,"Air strikes kill 16 militants, wound 22 in W. Afghanistan;20 Taliban militants killed in Faryab, Ghor clashes",spokesman for provincial government ,3,Pasaband district,,Ghor province,Pasaband district,33.590465,65.089241,POINT (65.089241 33.590465),178331,Afghanistan,700,Asia,1,1,05/15/2016 00:00:00,05/15/2016 00:00:00,0,9,0,0,9,16,16,
225788,,2016,True,Clear,3,195,499,CPI-Maoist - Civilians,195,966,CPI-Maoist - Civilians,195,195,CPI-Maoist,9999,1,Civilians,-1,,,,,SATP,3,Nuapada District,,Odisha State,Nuapada District,20.600000,82.500000,POINT (82.500000 20.600000),159646,India,750,Asia,1,1,04/18/2016 00:00:00,04/18/2016 00:00:00,0,0,1,0,1,1,1,
225789,,2016,True,Clear,1,227,227,India:Government,453,453,Government of India - CPI-Maoist,141,141,Government of India,195,195,CPI-Maoist,2,"""SATP,2016-08-01,Odisha Timeline 2016"";""The Siasat Daily,2016-04-30,3 women Maoists killed in Kalahandi""",SATP;The Siasat Daily,2016-08-01;2016-04-30,Odisha Timeline 2016;3 women Maoists killed in Kalahandi,"SATP
Police",2,Kuturu village,,Odisha State,Kalahandi District,19.583542,82.570453,POINT (82.570453 19.583542),158206,India,750,Asia,1,1,04/30/2016 00:00:00,04/30/2016 00:00:00,0,3,0,0,3,3,3,
225791,,2016,True,Clear,3,195,499,CPI-Maoist - Civilians,195,966,CPI-Maoist - Civilians,195,195,CPI-Maoist,9999,1,Civilians,2,"""SATP,2016-08-16,Odisha Timeline 2016"";""Orissa Post,2016-08-07,Ultras kill ‘tipster’; posters trigger panic""",SATP;Orissa Post,2016-08-16;2016-08-07,Odisha Timeline 2016;Ultras kill ‘tipster’; posters trigger panic,"SATP
 villagers of Simapadar ",1,Similipader village,,Odisha State,Malkangiri District,18.251319,82.309589,POINT (82.309589 18.251319),156045,India,750,Asia,1,1,08/06/2016 00:00:00,08/06/2016 00:00:00,0,0,1,0,1,1,1,
225792,,2016,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,1,"""BBC Monitoring South Asia,2016-05-15,Afghan Defence Ministry say dozens of Taliban militants killed over 24 hours""",BBC Monitoring South Asia,2016-05-15,Afghan Defence Ministry say dozens of Taliban militants killed over 24 hours,Defence Ministry,4,Balkh province,,Balkh province,,36.750000,67.000000,POINT (67.000000 36.750000),182655,Afghanistan,700,Asia,2,2,05/14/2016 00:00:00,05/15/2016 00:00:00,1,2,0,0,3,2,2,
225793,,2016,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,1,"""BBC Monitoring South Asia,2016-05-16,Taliban say five soldiers, one mojahed killed in attack in Afghan east""",BBC Monitoring South Asia,2016-05-16,"Taliban say five soldiers, one mojahed killed in attack in Afghan east",Taleban,1,Mushaka village,,Paktya province,Lija Ahmad Khel district,33.818192,69.634598,POINT (69.634598 33.818192),178340,Afghanistan,700,Asia,1,1,05/15/2016 00:00:00,05/15/2016 00:00:00,0,1,0,0,1,1,1,
225794,,2016,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,2,"""BBC Monitoring South Asia,2016-05-16,Taliban say three soldiers, one mojahed killed in clash in northern Afghanistan"";""Pajhwok News,2016-05-15,20 Taliban militants killed in Faryab, Ghor clashes""",BBC Monitoring South Asia;Pajhwok News,2016-05-16;2016-05-15,"Taliban say three soldiers, one mojahed killed in clash in northern Afghanistan;20 Taliban militants killed in Faryab, Ghor clashes",Taleban,1,Gilim Baf village,,Faryab province,Pashtun Kot district,35.644695,64.974892,POINT (64.974892 35.644695),181210,Afghanistan,700,Asia,1,1,05/14/2016 00:00:00,05/14/2016 00:00:00,1,7,0,0,8,8,2,
225795,,2016,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,2,"""Agence France Presse,2016-07-01,Two 'senior' IS military leaders killed in Iraq strike: Pentagon"";""Reuters News,2016-07-01,Air strike kills two Islamic State military commanders: Pentagon""",Agence France Presse;Reuters News,2016-07-01;2016-07-01,Two 'senior' IS military leaders killed in Iraq strike: Pentagon;Air strike kills two Islamic State military commanders: Pentagon,Pentagon press secretary Peter Cook ,2,Mosul town,,Nīnawá province,Qaḑā’ al Mawşil,36.335000,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,06/25/2016 00:00:00,06/25/2016 00:00:00,0,2,0,0,2,2,2,
225796,,2016,True,Clear,1,259,259,Iraq:Government,524,524,Government of Iraq - IS,116,116,Government of Iraq,234,234,IS,1,"""BBC Monitoring Middle East,2016-07-02,Iraqi forces kill dozens of Islamic State militants in Karbala""",BBC Monitoring Middle East,2016-07-02,Iraqi forces kill dozens of Islamic State militants in Karbala,Central Euphrates Operation Command ,4,Karbalā’ province,,Karbalā’ province,,32.500000,43.833333,POINT (43.833333 32.500000),176848,Iraq,645,Middle East,1,1,07/02/2016 00:00:00,07/02/2016 00:00:00,0,24,0,0,24,24,24,
225797,,2016,True,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,18,"""Reuters News,2016-07-03,Dozens killed or injured in overnight Baghdad bombings -Sumaria TV"";""Agence France Presse,2016-07-03,IS-claimed Baghdad blast kills at least 75: officials"";""Reuters News,2016-07-03,More than 82 killed in overnight Baghdad bombings, police and medics say"";""Al Jazeera English,2016-07-03,Iraq: Baghdad bombings kill scores"";""Agence France Presse,2016-07-03,IS-claimed Baghdad blast kills at least 75"";""Agence France Presse,2016-07-03,IS-claimed Baghdad blast kills at least 119: new toll"";""Reuters News,2016-07-03,White House says Baghdad attacks strengthen U.S. resolve in Iraq"";""Reuters News,2016-07-03,UPDATE 5-Nearly 120 killed in overnight Baghdad bombings claimed by IS"";""Agence France Presse,2016-07-03,IS-claimed Baghdad blast kills at least 119"";""Agence France Presse,2016-07-04,More than 200 dead in IS-claimed Baghdad blast: officials"";""BBC Monitoring Middle East,2016-07-04,Death toll of Iraq's Karrada bombing ""exceeds 200"""";""Agence France Presse,2016-07-04,Iraq mourns after more than 200 killed in Baghdad bombing"";""Reuters News,2016-07-06,UPDATE 2-Iraq's interior minister resigns after massive Baghdad bomb attack"";""Agence France Presse,2016-07-06,At least 250 killed in Baghdad blast: officials"";""Agence France Presse,2016-07-07,Death toll from Baghdad blast rises to 292: minister"";""Agence France Presse,2016-07-07,Baghdad blast killed 292, many burned alive"";""Reuters News,2016-07-31,Death toll in Baghdad bombing rises to 324 - ministry"";""Agence France Presse,2016-08-01,Death toll from July Baghdad blast rises to 323: minister""",Reuters News;Agence France Presse;Reuters News;Al Jazeera English;Agence France Presse;Agence France Presse;Reuters News;Reuters News;Agence France Presse;Agence France Presse;BBC Monitoring Middle East;Agence France Presse;Reuters News;Agence France Presse;Agence France Presse;Agence France Presse;Reuters News;Agence France Presse,2016-07-03;2016-07-03;2016-07-03;2016-07-03;2016-07-03;2016-07-03;2016-07-03;2016-07-03;2016-07-03;2016-07-04;2016-07-04;2016-07-04;2016-07-06;2016-07-06;2016-07-07;2016-07-07;2016-07-31;2016-08-01,"Dozens killed or injured in overnight Baghdad bombings -Sumaria TV;IS-claimed Baghdad blast kills at least 75: officials;More than 82 killed in overnight Baghdad bombings, police and medics say;Iraq: Baghdad bombings kill scores;IS-claimed Baghdad blast kills at least 75;IS-claimed Baghdad blast kills at least 119: new toll;White House says Baghdad attacks strengthen U.S. resolve in Iraq;UPDATE 5-Nearly 120 killed in overnight Baghdad bombings claimed by IS;IS-claimed Baghdad blast kills at least 119;More than 200 dead in IS-claimed Baghdad blast: officials;Death toll of Iraq's Karrada bombing ""exceeds 200"";Iraq mourns after more than 200 killed in Baghdad bombing;UPDATE 2-Iraq's interior minister resigns after massive Baghdad bomb attack;At least 250 killed in Baghdad blast: officials;Death toll from Baghdad blast rises to 292: minister;Baghdad blast killed 292, many burned alive;Death toll in Baghdad bombing rises to 324 - ministry;Death toll from July Baghdad blast rises to 323: minister","Interior ministry spokesman Saad Maan, Iraq's Health Ministry, IS statement, Health Minister Adila Hamoud",1,Baghdād city,,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,07/03/2016 00:00:00,07/03/2016 00:00:00,0,0,324,0,324,324,324,
225799,,2016,True,Clear,1,13637,13637,Afghanistan: Islamic State,14320,14320,Government of Afghanistan - IS,130,130,Government of Afghanistan,234,234,IS,1,"""BBC Monitoring South Asia,2016-05-16,Three armed men killed in drone attack in Afghan east - agency""",BBC Monitoring South Asia,2016-05-16,Three armed men killed in drone attack in Afghan east - agency,"Police, Defence Ministry, US forces",3,Wata Pur district,,Kunar province,Wata Pur district,34.998476,71.081975,POINT (71.081975 34.998476),179783,Afghanistan,700,Asia,1,1,05/15/2016 00:00:00,05/15/2016 00:00:00,0,3,0,0,3,3,3,
225800,,2016,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,1,"""Xinhua News Agency,2016-05-16,29 militants killed in northern Afghan airstrikes""",Xinhua News Agency,2016-05-16,29 militants killed in northern Afghan airstrikes,Army,2,Surkh Kotal village,,Baghlan province,Puli Khumri district,36.033379,68.592002,POINT (68.592002 36.033379),181938,Afghanistan,700,Asia,1,1,05/16/2016 00:00:00,05/16/2016 00:00:00,0,13,0,0,13,13,13,
225801,,2016,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,3,"""Xinhua News Agency,2016-05-16,29 militants killed in northern Afghan airstrikes"";""BBC Monitoring South Asia,2016-05-17,Local officials say 20 Taliban killed in Afghan north drone strike"";""The Bureau of Investigative Journalism,2016-05-16,AFG192C""",Xinhua News Agency;BBC Monitoring South Asia;The Bureau of Investigative Journalism,2016-05-16;2016-05-17;2016-05-16,29 militants killed in northern Afghan airstrikes;Local officials say 20 Taliban killed in Afghan north drone strike;AFG192C,district governor ,2,Mulla Qouli area,,Kunduz province,Archi district,37.074799,69.178248,POINT (69.178248 37.074799),183379,Afghanistan,700,Asia,1,2,05/16/2016 00:00:00,05/17/2016 00:00:00,0,0,0,0,0,20,0,
225802,,2016,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,2,"""Xinhua News Agency,2016-05-16,4 Afghan police personnel killed in bomb attack"";""Pajhwok News,2016-05-16,4 police dead in bomb attack, Taliban commander killed in raid""",Xinhua News Agency;Pajhwok News,2016-05-16;2016-05-16,"4 Afghan police personnel killed in bomb attack;4 police dead in bomb attack, Taliban commander killed in raid",provincial government spokesman,3,Lash Wa Juwayn district,,Farah province,Lash Wa Juwayn district,31.724611,61.320915,POINT (61.320915 31.724611),175443,Afghanistan,700,Asia,1,1,05/16/2016 00:00:00,05/16/2016 00:00:00,4,0,0,0,4,4,4,
225803,,2016,True,Clear,2,14542,13540,IS - Taleban,14542,14542,IS - Taleban,234,234,IS,303,303,Taleban,1,"""BBC Monitoring South Asia,2016-05-16,Islamic State executes three Taliban in Afghan east - news agency""",BBC Monitoring South Asia,2016-05-16,Islamic State executes three Taliban in Afghan east - news agency,"""a well-informed source"" ",4,Nangarhar province,,Nangarhar province,,34.333330,70.416670,POINT (70.416670 34.333330),179061,Afghanistan,700,Asia,2,4,05/01/2016 00:00:00,05/16/2016 00:00:00,0,3,0,0,3,3,3,
225804,,2016,True,Clear,2,14593,13586,Taleban - High Council of Afghanistan Islamic Emirate,14593,14593,Taleban - High Council of Afghanistan Islamic Emirate,303,303,Taleban,6252,6252,High Council of Afghanistan Islamic Emirate,1,"""Xinhua News Agency,2016-05-17,Infighting between Taliban rival factions kill 5 insurgents in W. Afghanistan""",Xinhua News Agency,2016-05-17,Infighting between Taliban rival factions kill 5 insurgents in W. Afghanistan,Police,1,Tagabe Mahich (Nayak) village,,Hirat province,Obe district,34.473194,63.270401,POINT (63.270401 34.473194),179047,Afghanistan,700,Asia,1,1,05/17/2016 00:00:00,05/17/2016 00:00:00,5,0,0,0,5,5,5,
225805,,2016,True,Clear,2,14593,13586,Taleban - High Council of Afghanistan Islamic Emirate,14593,14593,Taleban - High Council of Afghanistan Islamic Emirate,303,303,Taleban,6252,6252,High Council of Afghanistan Islamic Emirate,1,"""Xinhua News Agency,2016-05-17,Infighting between Taliban rival factions kill 5 insurgents in W. Afghanistan""",Xinhua News Agency,2016-05-17,Infighting between Taliban rival factions kill 5 insurgents in W. Afghanistan,district governor,3,Murghab district,,Badghis province,Murghab district,35.462075,63.469625,POINT (63.469625 35.462075),180487,Afghanistan,700,Asia,1,1,05/15/2016 00:00:00,05/15/2016 00:00:00,0,0,0,7,7,7,7,
225806,,2016,True,Clear,2,14593,13586,Taleban - High Council of Afghanistan Islamic Emirate,14593,14593,Taleban - High Council of Afghanistan Islamic Emirate,303,303,Taleban,6252,6252,High Council of Afghanistan Islamic Emirate,1,"""Xinhua News Agency,2016-05-17,Infighting between Taliban rival factions kill 5 insurgents in W. Afghanistan""",Xinhua News Agency,2016-05-17,Infighting between Taliban rival factions kill 5 insurgents in W. Afghanistan,district governor ,3,Murghab district,,Badghis province,Murghab district,35.462075,63.469625,POINT (63.469625 35.462075),180487,Afghanistan,700,Asia,1,1,05/16/2016 00:00:00,05/16/2016 00:00:00,3,0,0,0,3,3,3,
225807,,2016,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,1,"""BBC Monitoring South Asia,2016-05-17,Over 80 Taliban insurgents killed, wounded in Afghan south""",BBC Monitoring South Asia,2016-05-17,"Over 80 Taliban insurgents killed, wounded in Afghan south",,3,Shah Wali Kot district,,Kandahar province,Shah Wali Kot district,32.080455,66.007358,POINT (66.007358 32.080455),176173,Afghanistan,700,Asia,2,2,05/15/2016 00:00:00,05/17/2016 00:00:00,0,41,0,0,41,41,41,
225808,,2016,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,1,"""BBC Monitoring South Asia,2016-05-17,Over 80 Taliban insurgents killed, wounded in Afghan south""",BBC Monitoring South Asia,2016-05-17,"Over 80 Taliban insurgents killed, wounded in Afghan south",,3,Arghandab district (Kandahar),,Kandahar province,Arghandab district (Kandahar),31.756763,65.647486,POINT (65.647486 31.756763),175452,Afghanistan,700,Asia,1,3,05/09/2016 00:00:00,05/15/2016 00:00:00,0,8,0,0,8,8,8,
225809,,2016,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,1,"""BBC Monitoring South Asia,2016-05-17,Over 80 Taliban insurgents killed, wounded in Afghan south""",BBC Monitoring South Asia,2016-05-17,"Over 80 Taliban insurgents killed, wounded in Afghan south",,3,Shah Wali Kot district,,Kandahar province,Shah Wali Kot district,32.080455,66.007358,POINT (66.007358 32.080455),176173,Afghanistan,700,Asia,2,4,05/01/2016 00:00:00,05/17/2016 00:00:00,0,0,0,0,0,32,0,
225810,,2016,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,1,"""BBC Monitoring South Asia,2016-05-17,Afghan morning headlines: Ghani on Kabul protest, peace talks, security""",BBC Monitoring South Asia,2016-05-17,"Afghan morning headlines: Ghani on Kabul protest, peace talks, security",,4,Faryab province,,Faryab province,,36.250000,64.833330,POINT (64.833330 36.250000),181930,Afghanistan,700,Asia,1,2,05/15/2016 00:00:00,05/17/2016 00:00:00,0,13,0,0,13,13,13,
225811,,2016,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,2,"""Xinhua News Agency,2016-05-17,Afghan district police chief killed in Taliban ambush attack"";""BBC Monitoring South Asia,2016-05-18,District police chief killed in Taliban ambush - Afghan TV""",Xinhua News Agency;BBC Monitoring South Asia,2016-05-17;2016-05-18,Afghan district police chief killed in Taliban ambush attack;District police chief killed in Taliban ambush - Afghan TV,Police,5,Dila - Sharan road (Dila district),,Paktika province,Dila district (Koshamand),32.649433,68.129145,POINT (68.129145 32.649433),176897,Afghanistan,700,Asia,1,1,05/16/2016 00:00:00,05/16/2016 00:00:00,6,0,0,0,6,7,6,
225813,,2016,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,2,"""Xinhua News Agency,2016-05-18,U.S. drone strike kills 4 militants in Afghanistan"";""The Bureau of Investigative Journalism,2016-05-18,AFG193C""",Xinhua News Agency;The Bureau of Investigative Journalism,2016-05-18;2016-05-18,U.S. drone strike kills 4 militants in Afghanistan;AFG193C,district governor,1,Bajawri village,,Kunduz province,Archi district,37.004500,69.165800,POINT (69.165800 37.004500),183379,Afghanistan,700,Asia,1,1,05/17/2016 00:00:00,05/17/2016 00:00:00,0,0,0,0,0,4,0,
225814,,2016,True,Clear,1,333,333,Afghanistan:Government,735,735,Government of Afghanistan - Taleban,130,130,Government of Afghanistan,303,303,Taleban,2,"""BBC Monitoring South Asia,2016-05-18,Five armed men killed in NATO drone attacks in Afghan north, east"";""The Bureau of Investigative Journalism,2016-05-18,AFG194""",BBC Monitoring South Asia;The Bureau of Investigative Journalism,2016-05-18;2016-05-18,"Five armed men killed in NATO drone attacks in Afghan north, east;AFG194","Ghazni Province security command, US spokesperson  ",1,Mohamad Ghaws village,,Ghazni province,Ab Band district,32.892281,67.963036,POINT (67.963036 32.892281),176896,Afghanistan,700,Asia,1,1,05/18/2016 00:00:00,05/18/2016 00:00:00,0,1,0,0,1,1,1,
